Item_ID	Sentence	Partitive	SentenceLength
94569:132	and, um, about, i guess 0 about when the first, when the youngest one was in kindergarten *t*-2 i started *-1 working at a preschool and, uh, you know, doing some work,	no	32
94794:154	but when time came *-6 to direct their ability 0 * to make choices to develop the kinds of things that, that they're going *-1 to need *t*-4 *-2 to interact with other people *t*-3 *t*-5, i felt like i needed some strong influence there.	no	46
94939:11	i do some p c stand alone work on it,	no	10
94994:24	um, well, i actually do some work, *-1 working at m i t and at nist, national institute of standards and technology in washington,	no	24
95130:15	she told me some of the things 0 you can do *t*-1,	yes	12
95167:11	i do some	no	3
95181:14	it's got some pretty strong competitors.	no	7
95230:78	and that gives me the opportunity * to, uh, come in to work and fix it, if i can't think of some thing 0 * to tell the trouble shooter *t*-1 while we're on the phone.	no	38
95240:42	well, i, i feel in light of some of the accidents and so forth that *t*-1 have happened lately, that i think 0 there are some occupations that they should, such as the health field, the transportation field, uh,	yes	39
95240:102	well, i, i feel in light of some of the accidents and so forth that *t*-1 have happened lately, that i think 0 there are some occupations that they should, such as the health field, the transportation field, uh,	no	39
95246:99	so, i, i, uh, i, i, i feel like it should be mandatory in some professions,	no	16
95399:24	there's got *-1 to be some backup * to say that	no	12
95430:36	but out on the line, they've got people working some serious equipment.	no	13
95440:131	i, i just think 0 employers have *-1 to have, * especially given today, the drug abuse that *t*-2 goes on, i just think 0 employers have *-3 to have some kind of way 0 * to see that they're not being put *-7 at risk *t*-6. because they're the ones who *t*-4 are going *-5 to have the lawsuits, the insurance claims, et cetera,	no	67
95449:39	and, and i'm not sure but what some of the insurance claims aren't due to, uh, illnesses brought * on by drug abuse or alcohol abuse.	yes	28
95516:93	and, and then they say, well, if you give them the right * to do this, then they're going *-1 to take some other right away from you,	no	29
95595:76	but, uh, i would, i think 0 it would be smart if somebody would keep, uh, some sort of a plan that *t*-1 works for them.	no	26
95629:47	well, as a matter of fact, uh, my mother was going through some things *ich*-2 not lon-, not long ago, i guess 0 it has been a couple of years ago, in an old trunk that she had *t*-1.	no	39
95637:49	i mean it was, it was just almost laughable in some instances that, you know,	no	15
95688:54	well, uh, we have tried *-1 to, uh, instill some, some sense of, uh, of budgeting in our kids,	no	19
95858:17	and i can take some real great tours to europe.	no	10
96024:12	they have some, but not, not so much.	no	8
96028:44	um, if you go further down, uh, you will usually find some, but not right in there.	no	17
96252:12	we have some engineers that *t*-1 still,	no	7
96320:28	so, there are some, some strides 0 *t*-1 to be made *-2 there.	no	13
96339:138	and, uh, uh, i guess 0 my, i, uh, the one, my one bad thing is that i am, that i wish 0 my mother had had some of those opportunities, because, i think 0 she would have really, she rea-, would have succeeded in a lot of ways, that men, that women were not able *-1 to succeed *t*-2, in her, generation.	yes	63
96371:41	so, she is pretty much, although there were some other women in her class, she was, you know, uh, one of the minorities,	no	23
96462:35	and so. but i know 0 some of the other services do not think that women are capable of *-1 doing the job.	yes	23
96466:37	they were. i was listening to some of the comments on ra-, television *ich*-1 the other day, uh, about it,	yes	20
96478:43	but i just would rather have, uh, a man *ich*-1 doing some of these jobs than a woman.	yes	18
96482:12	there's some men out there that *t*-1 are more feminine than most women.	no	14
96600:105	because, uh, i, i guess 0 i placed all but one or two of my calls. and, uh, only because i going *-1 to make some money,	no	27
96703:14	it's, some good, some bad, uh,	no	7
96703:21	it's, some good, some bad, uh,	no	7
96826:19	or we really do develop some health problems.	no	8
96918:79	i was rea-, i was really looking forward to summer, thinking oh, we are going *-1 to have some time off.	no	21
97143:12	i have some friends that *t*-1 have children,	no	8
97185:20	well hopefully i can do some consulting work at home.	no	10
97278:7	and some were just different objects that *t*-1 have, had a definite purpose for kids, you know,	no	17
97407:28	and, you know, * maybe do some free lance type work at home.	no	13
97460:30	and * have, have some kind of real good program, set *-1 up so that you, when you go *t*-2 you can be assured that if there's an emergency that person in charge knows c p r or first aid	no	41
97464:29	or, and * have some kind of program set *-1 up, like you say, * to stimulate the kids, or educate them in some manner. and have the, you know, the right toys and the right setting and, uh, have, a, an organized type of program set *-2 up so that the kids have a schedule, you know,	no	58
97464:92	or, and * have some kind of program set *-1 up, like you say, * to stimulate the kids, or educate them in some manner. and have the, you know, the right toys and the right setting and, uh, have, a, an organized type of program set *-2 up so that the kids have a schedule, you know,	no	58
97552:6	some of the changing roles of women in that respect, i have been a product of *t*-1.	yes	17
97812:24	and i think 0 there are some people that *t*-1 have done that,	no	13
98498:26	that, those are some important points.	no	6
98532:93	and, uh, as a say, i, i tend *-1 to be around, uh, civil cases because i've been an expert witness some,	no	23
98534:37	and one thing that you get *t*-2 if you have some expertise is, uh, you know the range of, of possible values or terms or, you know, how heinous was the crime *t*-1.	no	33
98551:5	some people just sit on them once in their lifetime, you know, if they're that lucky sometimes. or, you know, what, whatever the case may be *t*-1. and, and may not have any idea of what, what the standard punishment *ich*-2 would be *t*-3 for it.	no	47
98558:31	and it, they may have some different idea,	no	8
98723:39	but, you don't know, uh, i guess at some of the other schools 0 you go to *t*-1 unless you've been there.	yes	24
98733:75	and it's, it *exp*-1's interesting * to notice when you go to different schools *t*-2 that some are a little more fancier than others and have a very casual, uh,	no	32
98735:31	i, i think 0 some of the dress codes are different at different schools.	yes	14
98762:52	and one might be a hat day where you have *-1 to come up with some sort of hat *t*-2.	no	20
98802:9	because some of the teachers 0 i know *t*-1 wear, uh, dress up jeans, not sloppy looking jeans but tapered jeans that they've had *t*-2 dry cleaned *-3 so they have got the crease	yes	35
98813:74	i think 0 the elementary school teachers, or maybe even the middle school teachers dress a little fancier than, than some of the high school teachers, i think.	yes	28
98822:24	and you can see 0 in some of the departments in some of the schools, like history at clark, they're all pretty fancy.	yes	24
98822:40	and you can see 0 in some of the departments in some of the schools, like history at clark, they're all pretty fancy.	yes	24
98860:6	some of those male coaches, that might really,	yes	8
98924:11	well, some of them, yes they do	yes	7
98925:33	and, and it's not at some of the private schools,	yes	11
99116:22	uh, and so that was some of,	yes	7
99175:5	some schools i know 0 *t*-1 give, uh, oh,	no	9
99204:91	and i'm, you know, showing them 0 if you're strong in math and science, kiddos, this is one area where women can make some decent money *t*-1. you know.	no	31
99218:30	well, it sounds like he's got some really, you know, good strong ideas of what he wants *-1 to do *t*-2.	no	22
99306:46	you know, and here it was like, pretty much you could schedule some activity outside anytime	no	16
99396:31	that's enough * to, uh, do some boating	no	9
99480:45	so but, uh, you know, we probably did some ice skating on it,	no	13
99488:18	christmas time, uh, some of our relatives would come up from alabama,	yes	12
100066:25	her mother-in-law had been in for quite some time and had different degrees of a place that she was in *t*-1.	no	21
100089:8	and some of them, i think 0 *t*-1 unconsciously do it, you know, as a just, you know, half seni-,	yes	20
100102:51	you know, * go to the dining room and, and eat some good meals.	no	14
100121:26	usually there has *-1 to be some wealth involved *, which *t*-2 is great, if, if you're financially, if, if you don't make the decisions so late that you're worried about money	no	35
100122:41	but the, the places like presbyterian village and some of the, the retirement places where, where they have different levels of care *t*-1 seems *-2 to be so much better, as far as elderly people adapting.	yes	36
100302:47	and, uh, i had opportunities in high school, * to work in some programs, um	no	15
100340:29	um, but i do know 0 through some organized groups like scouts and church um, they, do still have opportunities.	no	20
100411:91	and maybe, uh, maybe this would be a way 0 * to get that feeling back *t*-1. um, if we've lost some of that	yes	25
100498:28	i'm glad that there are still some areas that, that *t*-1 get the youth involved *-2 in that sort of thing.	no	22
100547:39	but from * talking to people in other districts there are some major problems, uh, with dropouts.	no	17
100646:89	and schools now are supposed *-1 to solve social problems, uh, mental and emotional problems as well as educate the kids and try *-2 to provide them with some security.	no	30
100771:88	and * let everyone have an opportunity * to reach higher education if they're willing, you know, *-1 to work and have, uh, some ability.	no	26
100975:51	this is something that *t*-1 ought *-2 to be in the schools rather than some of the other stuff 0 they do *t*-3.	yes	23
100990:12	so, in some ways i think 0 *t*-1 the, the day schools do serve those purposes.	no	16
101092:17	um, it's some kind of advisory board *ich*-2 0 they've put *t*-1 together for parents and children	no	19
101537:103	it, it's, as much as you want *?*, you know torn * up and, and rice and cream of chicken soup and some mayonnaise and lemon juice and celery	no	31
101548:7	and some hard-boiled eggs.	no	4
101736:15	i've had some from plano, too.	no	7
101971:47	i know 0 they do do some, they do have some classes *ich*-3 *ich*-4 in, um, high schools and things for kids 0 *t*-1 to, uh, give them an idea of what family life is like *t*-2 and the, uh, you know, and, uh, that kind of thing	no	48
102087:22	and i'm not fond of some of those things	yes	10
102325:20	i went to dinner with some friends last weekend	no	9
102544:8	but some of the different things 0 we're doing *t*-1, uh there's just not a time, enough time 0 * to do it all *t*-2	yes	27
102638:28	well, we do s-, some dining out.	no	7
102740:38	my in-laws also enjoy prime rib, when they've had some of their specials on sunday, monday, or tuesday night *t*-1	yes	21
103023:20	but i know 0 in some areas, it's really, it, it really is bad.	no	15
103109:5	some people are really afraid * to recycle the fuel because they're afraid 0 it could become, uh, bomb quality.	no	21
103120:13	my line gets some static.	no	5
103172:75	it's just, you know, a possible solution in the future, i think 0 *t*-1, * maybe to help in some ways.	no	22
103192:43	i, i think, 0 with * solving some of the energy, future energy problems, we'll probably solve some of the pollution problems as well.	yes	25
103192:87	i, i think, 0 with * solving some of the energy, future energy problems, we'll probably solve some of the pollution problems as well.	yes	25
103248:15	we'll have some interesting discussion, i guess 0 *t*-1.	no	10
103332:28	but you know i guess 0 to some people it *exp*-1'd almost be better *ich*-2 * to die to them than * to spend life in prison or whatever	no	30
103413:142	, i mean, i'm, i'm not saying 0 i, i think 0 capital murder or capital punishment is the perfect solution in every case, you know, especially because there are some cases when you just don't know *t*-1	no	41
103456:48	and, and, it really isn't, for some people tha-, who *t*-1 have been there for over, and over, and over, it really isn't, uh, as bad.	no	28
103741:63	not, not, you know, the bouncy, you know * sing along kind but some of the old, older ones that	yes	20
103748:5	some, i don't even, i recognize the, the melodies, and whatnot,	no	12
103775:50	it's kind of haunting, you know, on, on some of the notes.	yes	13
103800:45	does it, does it offer, like band, or some of the instruments?	yes	12
103886:24	and i couldn't tell whether some parts of town had started it or if it was just 0 everybody was, was waiting for the delivery of whatever those containers were *t*-1.	no	32
104240:43	and there's some, i think 0 there's some good disney movies fixing * to come out on video, uh, shipwrecked.	no	22
104589:11	i got some good recipes from them sometimes,	no	8
104674:70	i, when i bought the computer *t*-1, all of a sudden i was receiving them, for some unknown reason, through the mail.	no	22
104752:40	i, i guess 0 there's just some strange public opinion as to who they want *-1 to give to *t*-4. uh, be it through different organizations, march of dimes type, uh, telethons or, or bicycle rides or whatever, how they fund whatever, uh, illness they wish *t*-2 *t*-3.	no	49
104874:47	i, i have a real fear, but that at some point something's going *-1 to happen.	no	17
104882:43	uh, some people just, uh, i've heard some people just talking in our group of friends that they just feel 0 it's an invasion of privacy and things like that,	no	32
105028:21	but, uh, we did some water skiing *ich*-1, of course, and, and, uh, * driving around the lake in the boat	no	21
105365:54	i think 0 that's something 0 we might want *t*-1, too, is some kind of standard transmission *ich*-2 at least rather than automatic.	no	24
105449:34	because i think 0 they may put them into some sort of a program 0 *t*-1 to get them off of drugs.	no	22
105526:53	and i think 0 it *exp*-2's good that they're trying *-1 to start some programs down in the elementary schools.	no	22
105896:30	i'd have *-1 to go back through some expense reports.	no	11
105900:50	but particularly, down in your area, i'm looking for some, some more restaurants.	no	14
106021:28	this is going *-1 to give me some more places 0 * to go *t*-2.	no	15
106068:20	but i think that at some times it can be the right thing 0 * to do *t*-1.	no	18
106196:54	well that's, yeah, that's right that the children have some responsibility *ich*-1 *ich*-3, too, to their parents and such, * to help * decide what *t*-2's the right thing.	no	32
106250:27	and the second one was 0 i bought some toys at a, um, at a craft fair.	no	17
106289:67	i had *-1 to drive to the store with paper towels all over my hands * to go *-2 buy some paint thinner, and mumblex and everything like that,	no	29
106322:95	well, um, so * to speak, i had *-2 to paint this, uh, the inside of this warehouse thing that you keep some, um, farm equipment in *t*-1	no	28
106678:13	and then for some reason * taking it out of that envelope and seeing it in cash instead of in check form, uh, causes you to realize how much *t*-1 is left *-2.	no	33
106889:37	and i think though that we need *-1 to have some liquid *ich*-3 around that you don't have *-2 to go through the company *-5 to get *t*-4.	no	29
107099:26	and there are, you know, some places that *t*-1 will set up you know for old newspapers and stuff.	no	19
107178:48	i have a friend who *t*-1 just went to, like, wyoming to some big ranch, you know, where like there were four hundred people for their family reunion *t*-2.	no	29
107341:30	and i think 0 we'll probably experience some of your weather although i think 0 they have more humidity.	yes	20
107427:21	i have been involved in some political campaigns and that kind of thing,	no	13
107433:47	i, it, i have worked in some campaigns	no	8
107540:43	and i don't know why we couldn't have duplicate voting on some of this *t*-1.	yes	17
107811:32	i guess 0 you have *-1 to take some things and leave some things.	no	14
107811:42	i guess 0 you have *-1 to take some things and leave some things.	no	14
107928:71	but when i don't need *-1 to dress up for a, a meeting or a service of some sort *t*-2, i don't.	no	24
107978:81	so you don't have *-1 to, you don't have *-2 to buy the lot of the wardrobe that some of the people in banking and that kind of thing do *t*-3.	yes	33
108150:96	uh, lot of the shows that, that i've liked *t*-1 in the past, like, uh, oh, golden girls and, some of them tend *-1 to get so risque,	yes	29
108364:6	some of the punk, um, when i was in high school *t*-1, that was, uh, one of the big things, was punk music,	yes	23
108365:80	and, uh, a lot of it is, has a lot 0 *-3 to say *t*-2, or some of it has a lot 0 *-4 to say *t*-1,	yes	27
108372:78	uh, well, it, it's, it's, it really expresses some of the opinions of, of the people who *t*-1 enjoy the music	yes	23
108385:11	um, some of it, um,	yes	5
108418:34	and then some of it is, some of it actually gets into some serious discussions of problems in our, in urban society.	yes	22
108418:56	and then some of it is, some of it actually gets into some serious discussions of problems in our, in urban society.	no	22
108426:69	i guess 0 i don't really care *-1 to listen to rap that much except for once in a while some of the funny more satire kind some times.	yes	30
108426:87	i guess 0 i don't really care *-1 to listen to rap that much except for once in a while some of the funny more satire kind some times.	no	30
108435:57	um, i don't like *-1 to listen to it all the time, but, um, some of the time, anyway.	yes	20
108439:46	but i don't really care *-1 to listen to it any more for some reason.	no	16
108484:38	you can't understand what they're saying *t*-1 on some of those songs which *t*-2 probably is just as well on some of them, too.	yes	26
108484:74	you can't understand what they're saying *t*-1 on some of those songs which *t*-2 probably is just as well on some of them, too.	yes	26
108493:86	but i, i definitely, i really enjoy the fifties *rnr*-2, the sixties *rnr*-2 and a lot, some of the seventies *rnr*-2 rock and roll	no	24
108530:15	then i have some from like church that *t*-1 are more family recipes that *t*-2 are more useful. you know, budget cookbooks,	no	22
108599:70	and it consisted of, of grilled kielbasa sausage uh, a potato salad with olive oil, and uh, some tomatoes that *t*-1 had been chopped *-2 up with onions and curry powder	no	31
108600:10	and probably some yogurt was in there.	no	7
108650:26	we, we had some friends over as recently as saturday night	no	11
108669:19	marinated in olive oil and some seasoning, um, and cooked with some olives and some, and some prunes, uh,	no	19
108669:40	marinated in olive oil and some seasoning, um, and cooked with some olives and some, and some prunes, uh,	no	19
108669:61	marinated in olive oil and some seasoning, um, and cooked with some olives and some, and some prunes, uh,	no	19
108835:19	the second thing is 0 some colleges only offer the, uh, liberal arts and, uh, whereas like state, they offer engineering courses	no	22
108849:8	well some schools may even give you financial aid, where another one won't *?* *t*-1.	no	17
108974:18	but i guess 0 some of the other smaller colleges might, might be a lot different.	yes	16
109223:36	so, i guess 0 we're old timers compared to some people.	no	12
109291:52	but the trucks that *t*-1 were supposed * to do it, there's been some problems with *t*-4 from what i've read *t*-3 in, you know, the mail that we get *t*-2	no	33
109887:27	i mean i think 0 sometimes some of the, the women's lib though, is kind of like they wanted it all, you know,	yes	24
109939:36	like just over the weekend i visited my family, and some cousins 0 i hadn't seen *t*-1 in a long time,	no	22
109964:96	but i've really noticed that there are a lot of, uh, a lot more people that *t*-1 are more comfortable, at least, with some women being home and, at least in the circles 0 i've travelled *t*-2 and in the church that i go to *t*-3, you know,	no	50
109978:29	i found 0 when i did do some work *t*-1 when my son was young *t*-2, it was like contract work,	no	21
110117:58	ours, um, ours barks more than, um, than some, because she spent a lot of time at our friends' house.	no	21
110208:21	um, but she might have some contacts here,	no	8
110762:96	um, i think 0 i'm concerned about the large number of children that each teacher is expected *-1 to, to deal with *t*-2 in some quality way.	no	28
110814:39	what child *t*-1's going *-2 to say something 0 some parent's going *-3 to overreact to *t*-4	no	19
110866:79	but * looks to me that it wouldn't take really that much money * to at least come up with, i mean, some kind of partitions you know,	no	29
110956:16	but yet she has some every night.	no	7
110989:87	i was just in the shower after *-1 finishing * mowing the lawn and, you know, *-2 mowing the lawn and removing some old petunias out of the garden,	no	29
111072:41	but we're still fighting bugs, and ready *-1 to change some of the, the summer flowers out	yes	18
111252:75	and he's, he, he must be part, cross part with some kind of desert animal, because he's very long and lanky,	no	23
111342:14	and i had some time off in the afternoon,	no	9
111366:31	and so that night we had a reception for some of the, uh, potential high school students or college students,	yes	20
111490:17	well, what are some of your, your favorite inexpensive places *t*-1?	yes	11
111629:100	and, uh, i was thinking about it after i got off the phone, that, that i really, you know, wish that there was some way 0 * to, uh, send a message *ich*-1 to people, you know, about, um, child abuse and things like that *t*-2	no	46
111634:21	those kind of crimes deserve some kind of severe punishment.	no	10
111642:23	i sometimes have a problem with some of the, especially more famous people who *t*-1 all of a sudden are crawling out of the woodwork *-2 to say that whatever problems they have *t*-3, you know, was, was because they were abused a-, abused *-4 as children.	yes	47
111709:41	and i was just seeing in the newspaper or the grocery store that some miss america was abused *-1 by the man 0 she loved *t*-2	no	26
111740:139	and, uh, you know, there was, there was, nothing on it, which *t*-1 makes me wonder, you know, if it's as, uh, prevalent as, as some of them claim.	yes	30
111873:8	and some of those	yes	4
111880:10	and for some reason the cooler weather makes me tend *-1 to want *-2 to go *-3 eat lasagna and garlic bread.	no	22
111992:12	it's some famous steak place over in addison.	no	9
112067:85	when, when i go out *t*-1, it's, it's normally * to get, um, some specialty type of food	no	20
112082:16	and * save you some money too.	no	7
112221:74	i would like *-1 to do that *ich*-2 as a, as a family and, and some t v watching.	no	19
112428:33	i have worked in anoth-, at some other ones that *t*-1 were not very good in my opinion.	no	18
112573:21	but, but some people don't have a choice.	no	9
112860:13	and we had some wonderful, wonderful years there under roger staubach.	no	11
113041:50	and when the cowboys won the superbowl here *t*-1, of course, they put together some real cute songs,	no	18
113059:15	we drive by some houses *ich*-2 everyday that *t*-1 have big signs,	no	12
113375:25	and, uh, * seems like some rather large chunks of money could come from, from that direction.	no	17
113433:64	if they were *-1 to take half of what they spend *t*-3 on that and put it on some economic, you know, inter-, intergovernmental or inter united states like programs that one really might *?*.	no	36
113438:36	and i don't mind, uh, *-2 paying for some of these fringe benefits that people are entitled to *t*-1.	yes	20
113539:67	man our cr-, our, uh, prisons are so crowded that, uh, they can commit some pretty serious crimes and be set *-1 free within a year to two.	no	28
113778:21	but some schools, some high schools have actually started a program of like a visitation program to, uh, you know, areas economically, uh say less advantaged areas.	no	27
113785:82	and, uh, they, they promote service on the part of the kids to, to, uh, some of those people.	yes	19
113792:88	and i, i think 0 we need *-1 to, we need *-2 to try *-3 to figure out some way 0 * to, to turn that around *t*-4 that everybody,	no	30
113837:31	um, uh, i think 0 there's some problems,	no	9
114170:107	uh, because i, i need *-1 to have it tuned, you know, tuned *-2 up and i don't know, replace some of the belts.	yes	25
114192:11	we get some killer winters up here in the mountains.	no	10
114926:47	i read, uh, a lot of steven king, dean r koontz, uh some danielle steel.	no	15
114943:14	i'll read some, uh, classic, too.	no	7
115066:41	i like, i like *-1 to read some of the philosophy stuff.	yes	12
115073:24	and * even like * reading some new age things, things that i don't quite believe in *t*-1,	no	19
115108:58	and i like *-1 to read, uh, i like *-2 to read some self help books like, uh,	no	18
115326:26	i, i do some things.	no	5
115503:40	but, uh, there's, uh, some, some stuff that i want *-1 to do *t*-2 with like sierra club and go down to grand canyon or something like that.	no	29
115627:14	i've sailed some.	no	4
115783:37	uh, there are supposed *-1 to be, uh, some people f-, moving down here from colorado springs for t i.	no	20
115838:37	i, i think 0 there are some areas where we, where we, uh, pretty well, you know, get our money's worth *t*-1,	no	23
115896:27	uh, there has *-1 to be some way, i think, 0 * to equalize education opportunities *t*-2.	no	17
116080:22	in fact, i just got some reservations.	no	7
116167:16	but we've had some pretty nice weather.	no	8
116302:12	i know some people that *t*-1 went to b y u.	no	11
116525:97	well, maybe this thing with, with the child at school, maybe that will make people think a bit more and, you know, take some steps *-1 to, to correct it.	no	30
116914:25	it ended up 0 i got some furniture *ich*-2 back that one of them had moved *t*-1 out or something.	no	20
116938:64	i just still have need for the four bedrooms *-1 just having company from time to time. and some of them coming back home and things, you know.	yes	28
117155:50	is, is this, is this one with some company that, that *t*-1 services you and takes your calls and all that stuff?	no	22
117393:34	and, uh, *-1 seeing as you've got some older children, i, i'm wondering, how did you handle that *t*-2, when they were growing up *t*-3?	no	27
117423:28	or uh, you know, you got some cartoons	no	8
117893:85	that's, y-, * count your blessings because uh, it really is good when someone can do some things to a car themselves *t*-1.	no	24
118191:29	so you ought *-2 to be saving up some every month *-3 to make up for all what they should be taking *t*-1 out.	no	24
118317:79	and, um, i think that if we had enough money and paid the teachers a little bit more, that maybe that could solve some of our problems.	yes	27
118337:14	i think in some ways that *t*-1 they need *-2 to be more careful of the teachers that they hire *t*-3.	no	21
118353:34	i've, i've heard some horrible, horrible stories about high, high school teachers	no	14
118538:18	these, some of these young kids 0 you read about *t*-1, * *exp*-2 just doesn't bother them * to kill someone at all	yes	24
118587:14	i was watching some show the other day,	no	8
118637:8	and some boy 0 she tried *-1 to get rid *-2 of *t*-3, he was like in his twenties,	no	19
118682:69	and, uh, the police are not going *-1 to do anything until they, they've committed some sort of a crime.	no	21
118693:79	uh, i just have a feeling that we've kind of talked out of both sides of mouths down there like we do in some other situations you know.	no	29
118726:65	and uh,, you know, of course i, i'm sure 0 we have some enemies down there who *t*-1 wouldn't care what *t*-2 happened to us,	no	27
118743:72	and, uh, we, we dabble in it just enough *-1 to make both sides angry at us some how, some times,	no	21
118743:80	and, uh, we, we dabble in it just enough *-1 to make both sides angry at us some how, some times,	no	21
118960:11	but maybe some day they can get closer,	no	8
119425:11	we bought some walkie-talkies a couple of years ago for christmas,	no	11
119528:95	and i think 0 that certainly makes a difference from, back from the time when somebody handcrafted something *t*-1 and, you know, had some pride in it *t*-1.	no	28
119578:59	but i'm ready *-1 to have a president *ich*-3 elected *-2 that *t*-4 at least has some sort of a domestic agenda,	no	23
119756:19	um uh, well, some of both.	yes	6
119833:16	i've read some things about him that he was, he wasn't too good himself.	no	16
120034:21	and they had, uh, some names, some companies that *t*-1 sold mustang parts,	no	13
120034:29	and they had, uh, some names, some companies that *t*-1 sold mustang parts,	no	13
120035:23	and i just started *-1 ordering some parts	no	8
120096:10	or do some of them play the same song?	yes	9
120176:12	and, maybe some day.	no	4
120325:14	something giving you some affection as well.	no	7
120426:19	um, * tell me some about your camping experiences, carolyn.	no	10
120451:47	and of course we were close enough that we could go back and get some more blankets and things in the morning,	no	22
120500:62	but by then, of course, i was able *-1 to catch, uh, catch some things,	no	15
120601:39	saint augustine, uh with a little bermuda mixed * in in some of the sunny areas	yes	16
120719:7	and some people call them may beetles.	no	7
120726:23	they said that every yard has some	no	7
120734:17	well, i had some of that problem,	yes	7
120913:59	but, uh, somebody, somebody was telling me the other day that they heard some senator say that what we're paying *t*-1, it's not that we mind *-2 paying taxes, it's that we're paying too much for a lousy government.	no	43
121055:50	i was even planning *-1 to go out and to, uh, dig up some hibiscus plants that *t*-2 will not make it through the winter here, but, you know, were planted *-3 in the ground since last spring	no	38
121059:47	and i was going *-1 to dig them up for a friend and for some starters for me,	no	18
121135:48	so, uh, i guess as long as you can have, uh, some grass there.	no	14
121309:28	i just wish 0 they'd bring some of the old characters back.	yes	13
121349:21	now she's married to some guy in new york,	no	10
121496:88	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit 0 * to start with *t*-1 with some apples sliced * up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips *ich*-2 around and peanuts.	no	62
121496:121	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit 0 * to start with *t*-1 with some apples sliced * up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips *ich*-2 around and peanuts.	no	62
121496:141	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit 0 * to start with *t*-1 with some apples sliced * up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips *ich*-2 around and peanuts.	no	62
121496:176	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit 0 * to start with *t*-1 with some apples sliced * up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips *ich*-2 around and peanuts.	no	62
121496:193	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit 0 * to start with *t*-1 with some apples sliced * up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips *ich*-2 around and peanuts.	no	62
121514:14	um, maybe some rolls and, um, i guess *t*-1 some, uh, some rice or something like that.	no	17
121514:51	um, maybe some rolls and, um, i guess *t*-1 some, uh, some rice or something like that.	no	17
121522:14	that would take some planning	no	5
121532:58	you know, i want * to, i want *-1 to throw some charcoal on the grill and, and throw a steak *ich*-2 on there and some baked potatoes and stuff like that	no	32
121532:109	you know, i want * to, i want *-1 to throw some charcoal on the grill and, and throw a steak *ich*-2 on there and some baked potatoes and stuff like that	no	32
121681:11	they have some delicious, delicious things,	no	6
121695:100	and you take, um, s-, little bit, maybe two tablespoons of butter and a fr-, in a big frying pan. and chop up some onion and put in oregano and salt,	no	31
122158:32	uh, what, what are some of the shows that you have been able *-1 to rent *t*-2 *t*-3 though?	yes	19
122424:29	we, we've talked some about it in my state because we've had a lot of, uh, prob-,	no	19
122445:40	where they may have just had a teaching major and then had some social studies courses *t*-1	no	17
122530:23	well, if you play with some consistency though, you can get it right back down.	no	15
122634:12	that's some cold golf too, isn't it *?*?	no	11
122775:19	i know 0 maybe some of the big things that, uh, uh,	yes	12
122831:46	i think, uh, 0 it *exp*-3's in everyone's nature to some degree * to want *-1 to get out and explore something 0 they haven't *?* *t*-2, or experience something, you know, indifferent.	no	37
122843:15	there must be some better so-, better way of * doing this.	no	12
123159:9	and some paper or something in the super dome up in the roof caught on fire.	no	16
123329:13	and there's some other city.	no	6
123345:26	i'd like *-1 to see some more teams get in.	no	11
123453:40	we're supposed *-1 to have a chance * to get some rain the next couple of days here, uh, which *t*-2 will be, you know, a little bit more typical, uh, autumn weather.	no	34
123500:35	so you, you all actually had some color, huh?	no	9
123536:42	i was up, i was up there cutting some firewood this weekend,	no	12
123551:32	uh, it, there's some trees like the oaks,	no	9
123654:51	i don't know who *t*-1 played when and who *t*-2 does what like some guys are *?*.	no	19
123810:25	and maybe we'll meet up again some time.	no	9
124121:35	but now i, i do like some of these, uh, brighter, fluorescent colors.	yes	13
124152:9	maybe some day	no	3
124235:48	my son and i used *-1 to have a bet *ich*-3 going about some of the players that *t*-2 had moved from here to minnesota,	yes	25
124387:72	it's hurting, you know, it's hurting germany *ich*-1, for example, too, and some other parts of europe where they, where they have high industry *t*-2.	no	27
124494:29	that might help a little bit, especially in some places.	no	10
124521:56	i really think, uh, you know, 0 we're doing some, some important things.	no	14
124794:18	and then, um, some other credit cards, like store credit cards, you know, i do have them up there a little bit,	no	22
124874:31	so that i use *t*-1, because i travel some.	no	9
125339:17	i've just received some.	no	5
125380:11	um, some of the qualifications that i look for *t*-1 was that, uh, you know, the cost, and, um, exactly what they did *t*-2, if it was structured or nonstructured, if they had a little academic, um, uh, in there, and, um, you know, um, you know, what the qualifications of the teachers' were *t*-3, and if the place was clean and um, the hours	yes	66
